,norm,formal,subjektif,posneg
3183,maka nya pbnu sebaik nya dukung vaksin nusantara atau apapun vaksin nya yg penting buatan dalam negeri,maka nya pbnu baik nya dukung vaksin nusantara atau apa vaksin nya yang penting buat dalam negeri,1.0,0.0
3184,ya kalau ada yang pengen bgt dpt vaksin nusantara ya silakan twit ini bukan menghasut kamukamu semua yang si paling nusantara ok,ya kalau ada yang pengin banget dapat vaksin nusantara ya sila twit ini bukan hasut kamukamu semua yang sih paling nusantara ok,1.0,0.0
3185,jadi kh said aqil siroj seteju dengan vaksin nusantara yang di buat oleh anak bangsa mari kita dorong pemerintah dan kita ikut dalam vaksinasi nusantara itu,jadi kah said aqil siroj seteju dengan vaksin nusantara yang di buat oleh anak bangsa mari kita dorong perintah dan kita ikut dalam vaksinasi nusantara itu,1.0,0.0
3188,kan basisnya imunoterapi dr siti fadilah prof nidom dan bnyk ilmuan lain sudah setuju dgn vaksin nusantara,kan basis imunoterapi dari siti fadilah prof nidom dan banyak ilmu lain sudah tuju dengan vaksin nusantara,1.0,0.0
3189,maksain vaksin skrg soalnya takut dapet vaksin nusantara,paksa vaksin sekarang soal takut dapat vaksin nusantara,1.0,0.0
3191,vaksin cuba dibanggakan negaranya ayo kita juga harus bangga dengan vaksin nusantara indonesia bisa,vaksin cuba bangga negara ayo kita juga harus bangga dengan vaksin nusantara indonesia bisa,1.0,0.0
3192,pengen jadi presiden setidaknya gatot nurmantyo sudah memilih jalan ksatria menjadi relawan vaksin nusantara gak ngebacot unfaedah kayak rizal r ataupun merengek ke istri amp kader kayak ahy,pengin jadi presiden tidak gatot nurmantyo sudah pilih jalan ksatria jadi rawan vaksin nusantara enggak ngebacot unfaedah kayak rizal r atau rengek ke istri amp kader kayak ahy,1.0,0.0
3193,vaksin nusantara tdk punya musuh utk seluruh anak bangsa krn tdk punya kepentingan politik semua yg berbeda lepas perbedaan dan mendukung vaksin nusantara artinya vn vaksin persatuan bangsa,vaksin nusantara tidak punya musuh untuk seluruh anak bangsa karena tidak punya penting politik semua yang beda lepas beda dan dukung vaksin nusantara arti vn vaksin satu bangsa,1.0,0.0
3195,bern terbalik nasib vaksin nusantara merah putih gak jelas,bern balik nasib vaksin nusantara merah putih enggak jelas,1.0,0.0
3196,klo sy pilih vanus vaksin nusantara,kalo saya pilih vanus vaksin nusantara,1.0,0.0
3199,wait for vaksin nusantara lah pancasila win,wait for vaksin nusantara lah pancasila win,1.0,0.0
3200,krna vaksin yg dibuat skrg itu basis virusnya virus di wuhan sdgkn virusnya terus bermutasi makanya klo nglawan dgn vaksin skrg akan makanya ada vaksin nusantara yg basisnya itu bukan mnghajar vaksinnya tapi memperkuat imun kita,karena vaksin yang buat sekarang itu basis virus virus di wuhan sedang virus terus mutasi makanya kalo nglawan dengan vaksin sekarang akan makanya ada vaksin nusantara yang basis itu bukan mnghajar vaksin tapi kuat imun kita,1.0,0.0
3201,lah ngapain telat lagian juga vaksin yg ada skrg untuk mencapai herd immunity selanjutnya bisa dilanjutkan vaksin merah putih atau nusantara,lah kapai telat lagi juga vaksin yang ada sekarang untuk capai herd immunity lanjut bisa lanjut vaksin merah putih atau nusantara,1.0,0.0
3202,padahal vaksin dobel sinovacnusantara,padahal vaksin dobel sinovacnusantara,1.0,0.0
3203,mantep jg nih vaksin nusantara akuagpuantanjim perlu daftar who,mantap juga nih vaksin nusantara akuagpuantanjim perlu daftar who,1.0,0.0
3204,btl skl vaksin nusantara jauh dr politik shg mempersatukan yg berbeda projo amp kontra projo sangat percaya amp dukung vaksin nusantara ada pak hendro ada gn,btl skl vaksin nusantara jauh dari politik shg satu yang beda projo amp kontra projo sangat percaya amp dukung vaksin nusantara ada pak hendro ada begini,1.0,0.0
3205,kesel sama yang gak percaya covid tp lebih kesel sama vaksin nusantara kesel kesel aja pokoknya,kesel sama yang enggak percaya covid tapi lebih kesel sama vaksin nusantara kesel kesel saja pokok,1.0,0.0
3206,pengennya sih pfizer tapi berhubung masih lama dan malah takut kebagiannya vaksin nusantara,ken sih pfizer tapi hubung masih lama dan malah takut bagi vaksin nusantara,1.0,0.0
3209,kalo vaksin nusantara okok aja,kalo vaksin nusantara okok saja,1.0,0.0
3210,vaksin nusantara itu yg terbaik,vaksin nusantara itu yang baik,1.0,0.0
3211,aksi terawan racik vaksin nusantara di depan anggota dpr lewat,aksi awan racik vaksin nusantara di depan anggota dpr lewat,0.0,0.0
3212,dukung vaksin nusantara bismillah endorser vaksin nusantara,dukung vaksin nusantara bismillah endorser vaksin nusantara,1.0,0.0
3213,vaksin massal untuk orang bagi pekerja kemaritiman dan masyarakat sekitar di terminal penumpang pelabuhan nusantara tg priok jakarta utara selasa siang mes elshintaaja yuk dengar elshinta click,vaksin massal untuk orang bagi kerja maritim dan masyarakat sekitar di terminal tumpang labuh nusantara tg priok jakarta utara selasa siang mes elshintaaja yuk dengar elshinta click,0.0,0.0
3214,usul saya vaksin nusantara namanya jadi nussavac,usul saya vaksin nusantara nama jadi nussavac,1.0,0.0
3216,seandainya vaksin nusantara didukung pasti udah ada indovac,anda vaksin nusantara dukung pasti sudah ada indovac,1.0,0.0
3219,vaksin apan nih vaksin nusantara apa silaturahim wkwkw,vaksin apan nih vaksin nusantara apa silaturahim wkwkw,1.0,0.0
3220,mantap pak tolong vaksinasinya pake vaksin nusantara promosikan keunggulan sains indonesia,mantap pak tolong vaksinasi pakai vaksin nusantara promosi unggul sains indonesia,1.0,0.0
3221,wisata vaksinasi di bali sebaiknya pake vaksin nusantara promosikan keunggulan sains indonesia,wisata vaksinasi di bal baik pakai vaksin nusantara promosi unggul sains indonesia,1.0,1.0
3222,keadaan lagi ga jelas kaya gini gausah energi buat debat atau ngurusin orang lain lah ndebat orang yang percaya vaksin nusantara misalnya,ada lagi enggak jelas kayak begini enggak usah energi buat debat atau urus orang lain lah ndebat orang yang percaya vaksin nusantara misal,1.0,0.0
3223,aku nunggu vaksin nusantara localpride,aku tunggu vaksin nusantara localpride,1.0,0.0
3224,terimakasih pak terawan atas jasa yang luar biasa dalam menginisiasi pembentukan vaksin nusantara jujur tetangga saya yang dulunya takut divaksin jadi mau divaksin sinovac dan az setelah saya pake vaksin bapak,terimakasih pak awan atas jasa yang luar biasa dalam inisiasi bentuk vaksin nusantara jujur tetangga saya yang dulunya takut vaksin jadi mau vaksin sinovac dan az telah saya pakai vaksin bapak,1.0,0.0
3225,sebenarnya pemerintah sangat mendukung krn vaksin nusantara di dukung para peneliti dr balitbang kemenkes dg dr terawan jadi bola panasnya di bpom yg di dukung jaringan idi yg punya otoritas kebijakan,benar perintah sangat dukung karena vaksin nusantara di dukung para teliti dari balitbang kemenkes dengan dari awan jadi bola panas di bpom yang di dukung jaring idi yang punya otoritas bijak,1.0,0.0
3226,banget nyokap gw dosen fk sampe jelasin ke oom tante yg gak mau sinovacaz nungguin vaksin nusantara,banget nyokap gue dosen fk sampai jelasin ke om tante yang enggak mau sinovacaz tunggu vaksin nusantara,1.0,0.0
3227,pengennya disuntik vaksin nusantara semoga gak banget ya nunggunya vaksinnusantara,ken suntik vaksin nusantara moga enggak banget ya nunggunya vaksinnusantara,1.0,0.0
3229,jangan lupa vaksin nusantara karya anak bangsa,jangan lupa vaksin nusantara karya anak bangsa,1.0,0.0
3230,inilah fakta yg di pertontonkan ke publik skrg fenomena terbalik dpr lbh rasional berhasil membuka fakta dibalik apa yg terjadi peneliti yg jujur amp obyektif jadi dilema krn apa yg disampaikan ke publik menyerang vaksin nusantara tdk sesuai dg fakta amp data,ini fakta yang di tonton ke publik sekarang fenomena balik dpr lebih rasional hasil buka fakta balik apa yang jadi teliti yang jujur amp obyektif jadi dilema karena apa yang sampai ke publik serang vaksin nusantara tidak sesuai dengan fakta amp data,1.0,0.0
3231,base on research dari dokterdokter indonesia pasti gak ada yang percaya vaksin nusantara aja banyak yang nyinyir,base on research dari dokterdokter indonesia pasti enggak ada yang percaya vaksin nusantara saja banyak yang nyinyir,1.0,0.0
3232,sangat prihatin jelas msh banyak tokoh pejabat amp mantan pejabat negara artis dan masyarakat yg menunggu vaksin nusantara br mau divaksin,sangat prihatin jelas masih banyak tokoh jabat amp mantan jabat negara artis dan masyarakat yang tunggu vaksin nusantara baru mau vaksin,1.0,0.0
3233,baru tau vaksin merah putih ini ternyata beda dengan vaksin nusantara,baru tau vaksin merah putih ini nyata beda dengan vaksin nusantara,1.0,0.0
3234,ayo kita vaksin sebelum pake yg nusantara,ayo kita vaksin belum pakai yang nusantara,1.0,0.0
3236,nantinya pemberian vaksin dalam paket ini diprioritaskan untuk wisatawan nusantara,nanti beri vaksin dalam paket ini prioritas untuk wisatawan nusantara,0.0,0.0
3237,masih kalah sama vaksin nusantara gmyh efektifitas nya,masih kalah sama vaksin nusantara gmyh efektifitas nya,1.0,0.0
3238,vaksin nusantara cina,vaksin nusantara cina,1.0,0.0
3239,orang untuk full vaccinated sampe feb kemarin china ngga approve vaksin buatan barat jadi jenis vaksinnya adalah vaksin nusantara cina,orang untuk full vaccinated sampai feb kemarin china enggak approve vaksin buat barat jadi jenis vaksin adalah vaksin nusantara cina,1.0,0.0
3240,dapet info dari salah satu agen sekarang kalo mau voluntter fsj atau ausbildung di jerman beberap trger dan betrieb minta ada surat keterangan udh vaksin dan cuma ada jenis vaksin yang diterima sinovac dan vaksin nusantara tentu saja tidak masuk dlm list,dapat info dari salah satu agen sekarang kalo mau voluntter fsj atau ausbildung di jerman beberap trger dan betrieb minta ada surat terang sudah vaksin dan cuma ada jenis vaksin yang terima sinovac dan vaksin nusantara tentu saja tidak masuk dalam list,1.0,0.0
3243,halah kalian sangarnya cuma ke vaksin nusantara aja kalo iya salah peruntukan kalian tarik donk obat tsb,halah kalian sangar cuma ke vaksin nusantara saja kalo iya salah untuk kalian tarik dong obat sebut,1.0,0.0
3244,gw doain lu dapet vaksin nusantara,gue doain lu dapat vaksin nusantara,1.0,0.0
3245,vaksin nusantara,vaksin nusantara,1.0,0.0
3246,vaksin nusantara,vaksin nusantara,1.0,0.0
3247,vaksin nusantara,vaksin nusantara,1.0,0.0
3249,udah keliatan kok cara penolakan dari vaksin nusantara buatan negri sendiri ketimbang punya luar negri teringat genose produk ugm saja di tentang oleh ahliui dukungan penuh biaya penuh ya insyallah pride local bisa maju ga melulu importok yo rapid yo pcr yo astrajenaka yo,sudah lihat kok cara tolak dari vaksin nusantara buat negeri sendiri ketimbang punya luar negeri ingat genose produk ugm saja di tentang oleh ahliui dukung penuh biaya penuh ya insyallah pride local bisa maju enggak melulu importok ya rapid ya pcr ya astrajenaka ya,1.0,0.0
3250,seru juga nakut nakutin temen bilang vaksin sekarang daripada nanti dapetnya vaksin nusantara trus dia langsung mau vaksin,seru juga nakut takut teman bilang vaksin sekarang daripada nanti dapetnya vaksin nusantara terus dia langsung mau vaksin,1.0,0.0
3251,orang orang udah pada vaksin aja tukats pas gilirannya udah jatah vaksin nusantara,orang orang sudah pada vaksin saja tukats pas gilir sudah jatah vaksin nusantara,1.0,0.0
3252,indonesia juga bisa optimisss saya dukung vaksin nusantara bravonkri vaksinnusantara,indonesia juga bisa optimisss saya dukung vaksin nusantara bravonkri vaksinnusantara,1.0,0.0
3253,prof nidom mendukung vaksin nusantara,prof nidom dukung vaksin nusantara,1.0,0.0
3254,yang becanda mas aku positif sayang kamu ini kalo bisa dikasih vaksin nusantara aja pak,yang becanda mas aku positif sayang kamu ini kalo bisa kasih vaksin nusantara saja pak,1.0,0.0
3255,dewa perwakilan rakyat sekarang kayanya dpr setuju vaksin nusantara terawan masuk uji klinis fase iii,dewa wakil rakyat sekarang kaya dpr tuju vaksin nusantara awan masuk uji klinis fase iii,1.0,0.0
3256,kenapa sekarang orangorang banyak ngomong persoalan yang diluar bidang yang dia geluti ya kemaren dpr soal vaksin nusantara sekarang beginian,kenapa sekarang orangorang banyak omong soal yang luar bidang yang dia gelut ya kemarin dpr soal vaksin nusantara sekarang begini,1.0,0.0
3257,pengakuan waka komisi ix saya positif corona padahal sudah divaksin sinovac dan nusantara,aku waka komisi ix saya positif corona padahal sudah vaksin sinovac dan nusantara,0.0,-1.0
3258,sebenernya takuttakut mau vaksin karena badan masih kayak gini tapi gapapa sebelum dapetnya vaksin nusantara,benar takuttakut mau vaksin karena badan masih kayak begini tapi gapapa belum dapetnya vaksin nusantara,1.0,0.0
3259,hut bhayangkara polsek rote barat layani vaksin bagi karyawan hotel sopir dan pemilikusaha,hut bhayangkara polsek rote barat layan vaksin bagi karyawan hotel sopir dan pemilikusaha,0.0,0.0
3260,hut bhayangkara polsek rote barat layani vaksin bagi karyawan hotel sopir dan pemilikusaha,hut bhayangkara polsek rote barat layan vaksin bagi karyawan hotel sopir dan pemilikusaha,0.0,0.0
3261,gara gara vaksin nusantara jadi pengen cepet cepet vaksin sekarang aja tp takut disuntik kata emak gw si ga sakit,gara gara vaksin nusantara jadi pengin cepat cepat vaksin sekarang saja tapi takut suntik kata emak gue sih enggak sakit,0.0,-1.0
3262,yakinin anggota keluarga utk divaksin susah juga apalagi ada anggota keluarga yg dulu sakit krn vaksin tp pas dikasih tau sebentar lg vaksin nusantara terawan akan beredar pd cepetcepet mau vaksin supaya gak kebagian vaksin nusantara terima kasih pak terawan,yakinin anggota keluarga untuk vaksin susah juga apalagi ada anggota keluarga yang dulu sakit karena vaksin tapi pas kasih tau sebentar lagi vaksin nusantara awan akan edar pada cepetcepet mau vaksin supaya enggak bagi vaksin nusantara terima kasih pak awan,1.0,0.0
3263,bismilah direktur rscm lanjut menkes lanjut jualan vaksin nusantara,bismilah direktur rscm lanjut menkes lanjut jual vaksin nusantara,1.0,0.0
3264,ingat juga vaksin nusantarautamakan karya anak bangsa,ingat juga vaksin nusantarautamakan karya anak bangsa,1.0,0.0
3265,vaksin nusantara ga didukung tp entahlah apa krn kurang kepercayaan atau bersikap kalau orang lain bisa mengapa harus kita,vaksin nusantara enggak dukung tapi entah apa karena kurang percaya atau sikap kalau orang lain bisa mengapa harus kita,1.0,0.0
3266,vaksin nusantara tar kena diskriminasi kesian,vaksin nusantara entar kena diskriminasi kesi,1.0,0.0
3267,vaksin nusantara aja bs racik sendrii,vaksin nusantara saja bisa racik sendrii,1.0,0.0
3268,terus milihnya vaksin nusantara,terus milihnya vaksin nusantara,1.0,0.0
3269,ahihihi sinovac berpa bulan masa expaiednya klu sudah divaksin yang vaksin nusantara seumur hidup berikutnya pak,ahihihi sinovac berpa bulan masa expaiednya kalau sudah vaksin yang vaksin nusantara umur hidup ikut pak,1.0,0.0
3270,buruan vaksin keburu nanti dapetnya vaksin nusantara,buru vaksin keburu nanti dapetnya vaksin nusantara,1.0,0.0
3271,astrazaneca ada babi ny sinovac ada anjing ny nusantara ada terawan ny puyeng dah antum,astrazaneca ada babi nya sinovac ada anjing nya nusantara ada awan nya puyeng deh antum,1.0,0.0
3274,kemarin kepikiran tunggu pfizer tp dinses bilang mau juga keluar vaksin nusantara kalo begitu mari kita vaksin secepatnya sebelum yg n keluar,kemarin pikir tunggu pfizer tapi dinses bilang mau juga keluar vaksin nusantara kalo begitu mari kita vaksin cepat belum yang n keluar,1.0,0.0
3275,bapak ini tetangganya anu kena kopit padahal udh vaksin bapak iya kan vaksinnya belom memenuhi syarat tp gitu vaksin nusantara dibilang belom menuhin syarat paling beli vaksin cina biar bisa dapet potongan terus masuk kantong sendiri aku di dalem kamar,bapak ini tetangga anu kena kopit padahal sudah vaksin bapak iya kan vaksin belum penuh syarat tapi begitu vaksin nusantara bilang belum menuhin syarat paling beli vaksin cina biar bisa dapat potong terus masuk kantong sendiri aku di dalem kamar,1.0,0.0
3277,habis baca berita ada yang sudah divaksin sinovac atau vaksin nusantara tapi masih kena kan udah pernah dibilangin vaksin terbaik adalah pilkada wkwkwkwk,habis baca berita ada yang sudah vaksin sinovac atau vaksin nusantara tapi masih kena kan sudah pernah dibilangin vaksin baik adalah pilkada wkwkwkwk,1.0,0.0
3279,nunggu tahun ada nya vaksin nusantara,tunggu tahun ada nya vaksin nusantara,1.0,0.0
3282,hampir bahan vaksin nusantara produksi indonesia hanya jenis bahan aja masih buatan as yaitu larutan antigen protein amp media diferensiasi,hampir bahan vaksin nusantara produksi indonesia hanya jenis bahan saja masih buat as yaitu larut antigen protein amp media diferensiasi,1.0,0.0
3283,analisis ahli virologi soal kekuatan vaksin nusantara vs vaksin konvensional vaksinnusantara via sedangkan belanja vaksin nyaris seratusan triliun ri rugi karna corona triliun benarbenar mega proyek maha empuk,analisis ahli virologi soal kuat vaksin nusantara vs vaksin konvensional vaksinnusantara via sedang belanja vaksin nyaris ratus triliun ri rugi karena corona triliun benarbenar mega proyek maha empuk,1.0,0.0
3284,ahli virologi prof chairul anwar nidom menyatakan vaksin yang ada sekarang tidak mampu mengatasi virus corona yang terus bermutasi vaksinnusantara,ahli virologi prof chairul anwar nidom nyata vaksin yang ada sekarang tidak mampu atas virus corona yang terus mutasi vaksinnusantara,0.0,-1.0
3287,cobak minum ivermectin sudah divaksin sinovacnusantara anggota dpr positif covid,coba minum ivermectin sudah vaksin sinovacnusantara anggota dpr positif covid,1.0,0.0
3288,klo vaksin nusantara deket pingin daftar,kalo vaksin nusantara dekat pengin daftar,1.0,0.0
3290,menteri gak bisa kerja kok bisanya vaksin bikinannya dilirik negara lain padahal di negaranya sendiri aja gak dapat dukungan begitu kan ya,menteri enggak bisa kerja kok bisa vaksin bikin lirik negara lain padahal di negara sendiri saja enggak dapat dukung begitu kan ya,1.0,0.0
3292,kayaknya pak terawan bisa bikin vaksin sendiri kan dok waktu itu liat berita beliau ngeracik macem bikin seblak kurang keren gimana coba kita kudu bangga tiap orang bisa bikin vaksin katanya aduh aku masih level bikin anak orang galau,kayak pak awan bisa bikin vaksin sendiri kan dok waktu itu lihat berita beliau ngeracik macam bikin seblak kurang keren bagaimana coba kita kudu bangga tiap orang bisa bikin vaksin kata aduh aku masih level bikin anak orang galau,1.0,0.0
3293,tenang ada vaksin nusantara,tenang ada vaksin nusantara,1.0,0.0
3294,saya msh berharap sama vaksin nusantara,saya masih harap sama vaksin nusantara,1.0,0.0
3299,lalu saya juga menghimbau kepada rakyat indonesia agar segerakan vaksinasi kalau mendapat kesempatan situasinya darurat jangan jika anda menunda giliran anda akan kebagian vaksin nusantara yakni vaksin maut hasil korupsi dproligarki dan terawan,lalu saya juga menghimbau kepada rakyat indonesia agar segera vaksinasi kalau dapat sempat situasi darurat jangan jika anda tunda gilir anda akan bagi vaksin nusantara yakni vaksin maut hasil korupsi dproligarki dan awan,1.0,0.0
3300,saya yakin dengan vaksin nusantaratapi sayang banyak ahli yg mengecilkan kemampuan anak bangsa sendiri,saya yakin dengan vaksin nusantaratapi sayang banyak ahli yang kecil mampu anak bangsa sendiri,1.0,0.0
3302,ntar sejalan ama ventilator bikinan itb unpad yg ga tau udah gmn trus vaksin nusantara local pride,entar jalan sama ventilator bikin itb unpad yang enggak tau sudah bagaimana terus vaksin nusantara local pride,1.0,0.0
3303,pada ngetawain vaksin nusantara dr terawan yg masih dlm tahap uji meanwhile bae kala banyak kasus efek samping vaksin luar dari yg kaku ampe mati ini lucu menurutku rasa rendah diri akut atas nama ilmiah aku sih adil aja menolak semua vaksin,pada ngetawain vaksin nusantara dari awan yang masih dalam tahap uji meanwhile bae kala banyak kasus efek samping vaksin luar dari yang kaku sampai mati ini lucu turut rasa rendah diri akut atas nama ilmiah aku sih adil saja tolak semua vaksin,1.0,-1.0
3304,org org knp pd kaget ya klo gue abis di vaksin pake astra zeneca hmm harusnya akan kaget kalo gue di vaksin pake vaksin nusantara chuackzzz,orang orang kenapa pada kaget ya kalo gue habis di vaksin pakai astra zeneca hmm harus akan kaget kalo gue di vaksin pakai vaksin nusantara chuackzzz,1.0,0.0
3305,vaksin buatan kuba buat sendiri tp sangat percaya akan ilmu pengetahuan dan kaidahkaidah medis disini klaim vaksi nusantara tp diendorse oleh politisi,vaksin buat kuba buat sendiri tapi sangat percaya akan ilmu tahu dan kaidahkaidah medis sini klaim vaksi nusantara tapi diendorse oleh politis,1.0,0.0
3307,menkes nya udah cukup berani masalah tender vaksin skrg aja diserang soal vaksin nusantara pake narasi nasionalisme ini aja masyarakat sudah semangat gotong royong bgt soal vaksin dibanding pemilu kemaren udahlah politik emg saru klo level nasional,menkes nya sudah cukup berani masalah tender vaksin sekarang saja serang soal vaksin nusantara pakai narasi nasionalisme ini saja masyarakat sudah semangat gotong royong banget soal vaksin banding milu kemarin sudah politik memang saru kalo level nasional,1.0,0.0
3308,klo ada kabar boleh divaksin vaksin nusantara info donk mau donk,kalo ada kabar boleh vaksin vaksin nusantara info dong mau dong,1.0,0.0
3309,manusia sampah vaksin nusantara klean hambat penyebab banyaknya korban akibat permaiman kalian dengan vaksin import anjing kalian,manusia sampah vaksin nusantara klean hambat sebab banyak korban akibat permaiman kalian dengan vaksin import anjing kalian,1.0,0.0
3310,yg bisa wfh tapi keluyuran mulu deserve vaksin nusantara,yang bisa wfh tapi keluyur mulu deserve vaksin nusantara,1.0,0.0
3312,sekarang kalian teriak ada enzim babi bpom dan mui kalian berdua adalah setan di republik ini bagaimana yg sudah menerima vaksinnya vaksin nusantara kalian ributkan ternyata proses vaksin impor kalian babi kalian semua,sekarang kalian teriak ada enzim babi bpom dan mui kalian dua adalah setan di republik ini bagaimana yang sudah terima vaksin vaksin nusantara kalian ribut nyata proses vaksin impor kalian babi kalian semua,1.0,0.0
3314,dia maunya vaksin nusantara wkkw,dia mau vaksin nusantara wkkw,1.0,0.0
3316,buru buru dah vaksin skrang sbelum dapat jatah vaksin nusantara,buru buru deh vaksin sekarang belum dapat jatah vaksin nusantara,1.0,0.0
3317,pro sih tapi kontra sama satu vaksin nusantara prosesnya aja meragukan dan malah di acc sama dpr takut aja kenapa kenapa kalo pake yang bermasalah gitu vaksin lain mau banget tapi kalo misal semua habis dan yang sisa nusantara mending nggak dulu,pro sih tapi kontra sama satu vaksin nusantara proses saja ragu dan malah di acc sama dpr takut saja kenapa kenapa kalo pakai yang masalah begitu vaksin lain mau banget tapi kalo misal semua habis dan yang sisa nusantara mending enggak dulu,1.0,0.0
3318,alurnya semacam vaksin nusantara memang di bungkam spekulasi ngasal wkwk,alur macam vaksin nusantara memang di bungkam spekulasi ngasal wkwk,1.0,0.0
3319,vaksin nusantara aja ih,vaksin nusantara saja ih,1.0,0.0
3320,saya tidak bisa bayangkan kalau saya tidak mendapatkan vaksinvaksin tersebut kondisi saya pasti amburadul kata nihayatul wafiroh,saya tidak bisa bayang kalau saya tidak dapat vaksinvaksin sebut kondisi saya pasti amburadul kata nihayatul wafiroh,1.0,1.0
3321,semoga saja vaksin buatan anak negeri vaksin ekyman amp nusantara bisa cepat direalisasikan insyaallah,moga saja vaksin buat anak negeri vaksin ekyman amp nusantara bisa cepat realisasi insyaallah,1.0,1.0
3323,mantan menteri kesehatan siti fadilah supari mengaku lebih percaya vaksin nusantara ketimbang tujuh jenis lainnya simak selengkapnya vaksinnusantara,mantan menteri sehat siti fadilah supari aku lebih percaya vaksin nusantara ketimbang tujuh jenis lain simak lengkap vaksinnusantara,1.0,0.0
3324,ooh oke kezya sama dengan ibuku berarti kipinya ringan dan hampir nggak ada yang penting udah vaksin dan nggak dapat vaksin nusantara terawan wkwk,oh oke kezya sama dengan ibu arti kipinya ringan dan hampir enggak ada yang penting sudah vaksin dan enggak dapat vaksin nusantara awan wkwk,1.0,0.0
3325,daripada disuntik vaksin nusantara mending nonton nussa dan rara ide promosi akan ditweet ulamg kalau sudah resmi tayang di bioskop,daripada suntik vaksin nusantara mending tonton nussa dan rara ide promosi akan ditweet ulamg kalau sudah resmi tayang di bioskop,1.0,0.0
3326,coba tanya vaksin nusantara kali aja mulutnya dibuka,coba tanya vaksin nusantara kali saja mulut buka,1.0,0.0
3329,sudah divaksin tetapi sedikit menyesal bahwa yang disuntikkan bukan vaksin nusantara gagasan pak terawan terlebih begitu menajubkannya pak terawan meracik vaksin di depan anggota dpr thats amazing move,sudah vaksin tetapi sedikit sesal bahwa yang suntik bukan vaksin nusantara gagas pak awan lebih begitu menajubkannya pak awan racik vaksin di depan anggota dpr thats amazing move,1.0,0.0
3330,aku belum mendengar jaminan dari pemerintah kalo di vaksin dgn ke dua vaksin tsb tidak akan terpapar corona lagi kalo begitu aku nunggu vsksin nusantara aja aku cinta buatan indonesia,aku belum dengar jamin dari perintah kalo di vaksin dengan ke dua vaksin sebut tidak akan papar corona lagi kalo begitu aku tunggu vsksin nusantara saja aku cinta buat indonesia,1.0,0.0
3331,nunggu vaksin nusantara dapetnya sinovac,tunggu vaksin nusantara dapetnya sinovac,1.0,0.0
3332,sabtu mulai vaksin bukan vaksin nusantara,sabtu mulai vaksin bukan vaksin nusantara,1.0,0.0
3333,herannya terawan negara tak keluar uang tetapi bikin aturan halangi pengembangan vaksin nusantara bapak ini br bangun tidur kayaknya,heran awan negara tak keluar uang tetapi bikin atur halang kembang vaksin nusantara bapak ini baru bangun tidur kayak,1.0,0.0
3334,semua ini tidak akan terjadi di negeri ini kalo mantan menteri nya masih aja ngeyel bikin vaksin nusantara,semua ini tidak akan jadi di negeri ini kalo mantan menteri nya masih saja ngeyel bikin vaksin nusantara,1.0,0.0
3335,kenapa ya berita saya yang muncul narasinya jadi seolaholah vaksin tidak ada gunanya padahal saya bersyukur banget nget nget sudah mendapat vaksin sinovac dan vaksin nusantara sehingga kondisi saya cukup stabil,kenapa ya berita saya yang muncul narasi jadi seolaholah vaksin tidak ada guna padahal saya syukur banget banget banget sudah dapat vaksin sinovac dan vaksin nusantara sehingga kondisi saya cukup stabil,1.0,1.0
3337,siti fadilah supari dukung penuh vaksin nusantara,siti fadilah supari dukung penuh vaksin nusantara,0.0,0.0
3338,lebih percaya sama vaksin dari kuba daripada vaksin embelembel nusantara cubas homegrown covid vaccine shows promise via,lebih percaya sama vaksin dari kuba daripada vaksin embelembel nusantara cubas homegrown covid vaccine shows promise via,1.0,0.0
3339,mantan menkes siti fadilah menyatakan lebih percaya vaksin nusantara dibandingkan tujuh vaksin lainnya untuk melawan vaksinnusantara,mantan menkes siti fadilah nyata lebih percaya vaksin nusantara banding tujuh vaksin lain untuk lawan vaksinnusantara,0.0,0.0
3340,belom lagi vaksin nusantara itu terawan racik di depan umum uda kaya bikin wedang ronde,belum lagi vaksin nusantara itu awan racik di depan umum sudah kayak bikin wedang ronde,1.0,0.0
3341,sudah divaksin sinovac dan nusantara wakil ketua komisi ix positif kendati begitu legislator dari fraksi partai kebangkitan bangsa pkb itu mengaku dalam kondisi stabil ia sempat merasakan gejala berupa deman dalam tempo empat hari,sudah vaksin sinovac dan nusantara wakil ketua komisi ix positif kendati begitu legislator dari fraksi partai bangkit bangsa pkb itu aku dalam kondisi stabil ia sempat rasa gejala upa dan dalam tempo empat hari,0.0,-1.0
3343,jangan memilih vaksin gunakan vaksin yang ada kecuali vaksin nusantara,jangan pilih vaksin guna vaksin yang ada kecuali vaksin nusantara,1.0,0.0
3344,sudah divaksin nusantara dan sinovac wakil ketua komisi ix dpr mengaku positif,sudah vaksin nusantara dan sinovac wakil ketua komisi ix dpr aku positif,0.0,0.0
3345,kecuali vaksin nusantara,kecuali vaksin nusantara,1.0,0.0
3346,vaksin nusantara kelihatan lebih jujur dari segi medis dan politis,vaksin nusantara lihat lebih jujur dari segi medis dan politis,1.0,0.0
3348,aku juga pengen min kasih kabar kalo udah tau caranya ikut vaksin nusantara,aku juga pengin min kasih kabar kalo sudah tau cara ikut vaksin nusantara,1.0,0.0
3349,adanya vaksin nusantara bikin lu bersyukur udah disuntikin sinovac kali hamdalah,ada vaksin nusantara bikin lu syukur sudah disuntikin sinovac kali hamdalah,1.0,0.0
